#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2026-01-19-21-50-28
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents	ip_proto
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	bool	count	string	count	count	count	count	set[string]	count
1768812029.597026	CYeApZ1ao2DqyeOu7b	192.168.244.128	50395	8.8.8.8	53	udp	dns	5.004215	99	179	SF	T	F	0	Dd	3	183	1	207	-	17
1768812039.608446	CJ6P3m3ZP2md9qi0kl	192.168.244.128	49163	1.1.1.1	53	udp	dns	0.075052	66	502	SF	T	F	0	Dd	2	122	2	558	-	17
1768812029.616589	CR7UaP1qbEP9EVSSh9	192.168.244.128	51574	8.8.8.8	53	udp	dns	5.095547	120	210	SF	T	F	0	Dd	4	232	3	294	-	17
1768812029.613620	C1PMK74sLlLGmWXF31	192.168.244.128	45642	8.8.8.8	53	udp	dns	5.083503	120	188	SF	T	F	0	Dd	4	232	2	244	-	17
1768812039.628661	C8wFMc1jMiEh3Chvxk	192.168.244.128	48476	8.8.8.8	53	udp	dns	0.042833	30	94	SF	T	F	0	Dd	1	58	1	122	-	17
1768812029.630584	Ckh0WT2OUacdPstH75	192.168.244.128	49352	8.8.8.8	53	udp	dns	5.078064	124	445	SF	T	F	0	Dd	4	236	3	529	-	17
1768812029.646742	CNEvXzMszxO3ezOk2	192.168.244.128	55127	8.8.8.8	53	udp	dns	5.098620	168	774	SF	T	F	0	Dd	4	280	3	858	-	17
1768812039.672720	CXd59i3eaJFmUSc8lj	192.168.244.128	40474	8.8.8.8	53	udp	dns	-	-	-	S0	T	F	0	D	1	58	0	0	-	17
1768812040.177841	CdM7SWtjMSEJInx38	192.168.244.128	43872	8.8.8.8	53	udp	dns	0.038793	86	235	SF	T	F	0	Dd	2	142	2	291	-	17
1768812040.185966	CVMsC73AEa94nl9yAi	192.168.244.128	40691	8.8.8.8	53	udp	dns	0.017951	43	128	SF	T	F	0	Dd	1	71	1	156	-	17
1768812041.017317	Csy12W2c0LpkNnP7Z	192.168.244.128	45250	8.8.8.8	53	udp	dns	0.074046	70	306	SF	T	F	0	Dd	2	126	2	362	-	17
1768812041.017833	CuHt7z2WnlxeW6ZEdb	192.168.244.128	58765	8.8.8.8	53	udp	dns	0.017798	35	174	SF	T	F	0	Dd	1	63	1	202	-	17
1768812041.018603	CyurCp4dkRlHORvxsa	192.168.244.128	60507	8.8.8.8	53	udp	dns	0.038681	68	156	SF	T	F	0	Dd	2	124	2	212	-	17
1768812041.021848	CrOD1X37OgSXkcRHu9	192.168.244.128	43819	8.8.8.8	53	udp	dns	0.036483	34	107	SF	T	F	0	Dd	1	62	1	135	-	17
1768812041.435989	CrRlfe2cp8sbYi7rjg	192.168.244.128	38012	8.8.8.8	53	udp	dns	0.029710	33	82	SF	T	F	0	Dd	1	61	1	110	-	17
1768812031.651776	CIuRiM2AftwLm9KOIk	192.168.244.128	49762	8.8.8.8	53	udp	dns	5.032312	116	384	SF	T	F	0	Dd	4	228	3	468	-	17
1768812031.656087	C3Gdfj1bgtgsL8e3Z7	192.168.244.128	47008	8.8.8.8	53	udp	dns	5.033766	128	393	SF	T	F	0	Dd	4	240	3	477	-	17
1768812042.366991	CsPswm4IL9BgM1TuE3	192.168.244.128	33547	8.8.8.8	53	udp	dns	0.012723	86	183	SF	T	F	0	Dd	2	142	2	239	-	17
1768812042.751114	CNC3Wzahhx0g0UxV1	192.168.244.128	58268	8.8.8.8	53	udp	dns	0.023580	33	82	SF	T	F	0	Dd	1	61	1	110	-	17
1768812042.835030	Cmai053cDsCuwyTHBa	192.168.244.128	52064	8.8.8.8	53	udp	dns	0.054951	74	342	SF	T	F	0	Dd	2	130	2	398	-	17
1768812043.332043	CAz4A12a6IdgnVkRlj	192.168.244.128	36583	8.8.8.8	53	udp	dns	0.011176	45	200	SF	T	F	0	Dd	1	73	1	228	-	17
1768812043.332256	CNSIFrbEEip5IW7Td	192.168.244.128	54243	8.8.8.8	53	udp	dns	0.046301	90	466	SF	T	F	0	Dd	2	146	2	522	-	17
1768812043.333750	CbPsQh31fInfoxpsQ7	192.168.244.128	50233	8.8.8.8	53	udp	dns	0.011065	31	115	SF	T	F	0	Dd	1	59	1	143	-	17
1768812043.404387	CGdKHyIb4IVVloLq	192.168.244.128	36008	8.8.8.8	53	udp	dns	0.012847	96	309	SF	T	F	0	Dd	2	152	2	365	-	17
1768812034.116488	CDHchxW1Nu8bWX9pg	192.168.244.128	48393	8.8.8.8	53	udp	dns	5.071477	168	215	SF	T	F	0	Dd	4	280	3	299	-	17
1768812049.116391	CBHrstWknEHsHOtDb	192.168.244.128	51092	151.101.129.91	443	tcp	ssl	0.117029	441	4251	SF	T	F	0	ShADadFfR	9	821	10	4655	-	6
1768812044.371462	C5yFofhq2Gh99SIA1	192.168.244.128	37832	8.8.8.8	53	udp	dns	0.041256	58	146	SF	T	F	0	Dd	2	114	2	202	-	17
1768812044.372150	CKIy29ZlERTBT85c8	192.168.244.128	37442	8.8.8.8	53	udp	dns	0.036674	36	109	SF	T	F	0	Dd	1	64	1	137	-	17
1768812044.374589	CC66VO9BALavUeVYk	192.168.244.128	55797	8.8.8.8	53	udp	dns	0.034249	29	61	SF	T	F	0	Dd	1	57	1	89	-	17
1768812044.378506	CXCVhw4vx3qST2MC4	192.168.244.128	50921	8.8.8.8	53	udp	dns	0.014556	62	151	SF	T	F	0	Dd	2	118	2	207	-	17
1768812045.348821	CTJVa14DtxL4yKH341	192.168.244.128	42001	8.8.8.8	53	udp	dns	0.011564	74	194	SF	T	F	0	Dd	2	130	2	250	-	17
1768812045.351398	ChPmXTeFfjXqDYiEl	192.168.244.128	51218	8.8.8.8	53	udp	dns	0.011950	37	93	SF	T	F	0	Dd	1	65	1	121	-	17
1768812045.351867	Cc8Nu2wBCb2PoX5E6	192.168.244.128	44622	8.8.8.8	53	udp	dns	0.073721	88	376	SF	T	F	0	Dd	2	144	2	432	-	17
